id;average_length;average_weight;habitat;ph_of_water;color;Gender;life_span
645;1.1 inches;4.33 kg;slowmovingwaters;7.5;Orange;FALSE;23.5 years
646;2.47 inches;16.23 kg;ponds;7.2;Red_and_White_Bi_Color;TRUE;7.5 years
647;12.49 inches;4.21 kg;rivers;6.9;White;TRUE;22.1 years
648;5.81 inches;10.9 kg;idlewater;7.5;White;FALSE;6.1 years
649;18.85 inches;18.82 kg;ponds;7.8;Orange;FALSE;2.8 years
650;15.19 inches;15.32 kg;ponds;6.3;Green_and_Chocolate;TRUE;7.6 years
651;18.86 inches;18.39 kg;rivers;7.3;Reddish_Orange;FALSE;15.8 years
652;15.87 inches;5.26 kg;lakes;7.6;Red_and_Silver;FALSE;6.8 years
653;16.48 inches;6.84 kg;slowmovingwaters;7.4;Green_and_Chocolate;FALSE;11.7 years
654;18.47 inches;15.1 kg;slowmovingwaters;6.2;Green_and_Chocolate;FALSE;21 years
655;7.67 inches;14.28 kg;idlewater;7.6;Reddish_Orange;FALSE;27.2 years
656;2.43 inches;12.37 kg;slowmovingwaters;7.2;Reddish_Orange;TRUE;2 years
657;1 inches;12.52 kg;lakes;7.4;Red_and_White_Bi_Color;FALSE;2.3 years
658;13.3 inches;8.09 kg;ponds;6.6;Calico;TRUE;12.8 years
659;16.83 inches;5.08 kg;ponds;7.8;Reddish_Orange;TRUE;14.2 years
660;8.27 inches;17.35 kg;rivers;6.8;Reddish_Orange;FALSE;8.7 years
661;13.58 inches;13.68 kg;lakes;6.8;White;TRUE;23.4 years
662;8.05 inches;16.73 kg;slowmovingwaters;6.7;Red_and_White_Bi_Color;TRUE;18 years
663;11.43 inches;6.47 kg;lakes;6.9;Orange;TRUE;7.6 years
664;16.34 inches;14.79 kg;lakes;7.5;Reddish_Orange;TRUE;21.1 years
665;13.06 inches;11.67 kg;rivers;7.1;White;FALSE;11.5 years
666;1.5 inches;16.32 kg;idlewater;7.9;Yellow;TRUE;27.4 years
667;5.45 inches;11.42 kg;idlewater;6.4;Orange;TRUE;8.7 years
668;14.37 inches;15.76 kg;rivers;7.2;Black_and_Orange;FALSE;6.1 years
669;5.5 inches;17.5 kg;slowmovingwaters;7;White;FALSE;2 years
670;7.34 inches;12.34 kg;slowmovingwaters;7.6;Calico;FALSE;21.3 years
671;7.03 inches;2 kg;rivers;6.3;Yellow;TRUE;12 years
672;9.64 inches;11.96 kg;idlewater;6.4;Green_and_Chocolate;TRUE;9.3 years
673;4.63 inches;17.7 kg;idlewater;6.5;White;TRUE;9.5 years
674;8.27 inches;2.85 kg;lakes;7.1;Red_and_White_Bi_Color;TRUE;20.8 years
675;2.14 inches;11.71 kg;ponds;7.2;White;FALSE;2.9 years
676;10.77 inches;14.96 kg;slowmovingwaters;7.3;Yellow;FALSE;27.8 years
677;16.92 inches;13.45 kg;rivers;7.7;Black_and_Orange;FALSE;23.5 years
678;8.05 inches;2.52 kg;lakes;7.8;Green_and_Chocolate;FALSE;14 years
679;13.63 inches;2.04 kg;slowmovingwaters;7.4;Black_and_Orange;FALSE;14 years
680;17.35 inches;6.45 kg;ponds;7.3;Calico;FALSE;4 years
681;4.25 inches;13.85 kg;lakes;7.8;Reddish_Orange;FALSE;7 years
682;16.91 inches;6.55 kg;rivers;6.4;Calico;FALSE;9.6 years
683;16.75 inches;18.8 kg;lakes;7.1;White;TRUE;9.2 years
684;6.9 inches;16.6 kg;rivers;7.4;Red_and_White_Bi_Color;TRUE;21.5 years
685;9.21 inches;10.59 kg;lakes;7.9;Yellow;FALSE;25.9 years
686;13.71 inches;9.65 kg;rivers;7.3;Red_and_White_Bi_Color;TRUE;1.8 years
687;1.45 inches;15.96 kg;slowmovingwaters;6.8;Green_and_Chocolate;FALSE;16 years
688;17.79 inches;15.77 kg;lakes;6.9;Green_and_Chocolate;FALSE;21.1 years
689;6.42 inches;10.51 kg;ponds;7.1;Red_and_Silver;FALSE;8.4 years
690;4.2 inches;15.41 kg;slowmovingwaters;7.9;Reddish_Orange;TRUE;9.3 years
691;7.59 inches;10.19 kg;idlewater;8;Red_and_White_Bi_Color;FALSE;7.9 years
692;15.7 inches;14.68 kg;idlewater;6.3;Red_and_White_Bi_Color;FALSE;16.5 years
693;12.63 inches;15.68 kg;lakes;6.1;Black_and_Orange;FALSE;19.5 years
694;7.08 inches;13.78 kg;idlewater;7.3;Reddish_Orange;TRUE;25.6 years
695;10.95 inches;17.51 kg;lakes;6.5;Green_and_Chocolate;TRUE;1.6 years
696;6.99 inches;10.46 kg;slowmovingwaters;7.3;Red_and_White_Bi_Color;TRUE;27 years
697;4 inches;2.27 kg;slowmovingwaters;6.6;Yellow;TRUE;1.5 years
698;15.74 inches;11.48 kg;ponds;6.6;Red_and_Silver;FALSE;16.3 years
699;9.7 inches;3.65 kg;idlewater;6.9;White;TRUE;5.3 years
700;15.56 inches;18.23 kg;rivers;7.7;Red_and_Silver;FALSE;16.2 years
701;10.86 inches;3.31 kg;lakes;7.5;Reddish_Orange;FALSE;22.9 years
702;19.05 inches;15.83 kg;slowmovingwaters;6.2;Red_and_White_Bi_Color;TRUE;27.8 years
703;3.17 inches;9.56 kg;ponds;6.4;Red_and_Silver;FALSE;5 years
704;3.11 inches;17.9 kg;idlewater;7.4;Calico;FALSE;17.8 years
705;1.17 inches;18.41 kg;lakes;6.2;Black_and_Orange;TRUE;15.2 years
706;13.93 inches;2.89 kg;ponds;7.2;White;TRUE;27.6 years
707;4.6 inches;6.53 kg;lakes;7;Orange;TRUE;10.6 years
708;5.57 inches;11.24 kg;ponds;8;Yellow;TRUE;19 years
709;5.41 inches;18.31 kg;ponds;6.4;Green_and_Chocolate;FALSE;10.6 years
710;14.63 inches;12.97 kg;lakes;7.9;Red_and_Silver;FALSE;18.4 years
711;15.18 inches;16.73 kg;idlewater;6.9;Reddish_Orange;TRUE;4.3 years
712;18.62 inches;4.82 kg;ponds;6.9;White;TRUE;12.1 years
713;17.19 inches;4.43 kg;idlewater;7.8;Red_and_White_Bi_Color;FALSE;2.6 years
714;16.94 inches;15.84 kg;rivers;6.5;Orange;FALSE;7 years
715;11 inches;11.55 kg;ponds;7.4;Red_and_Silver;FALSE;10.1 years
716;19.28 inches;10.79 kg;ponds;7.9;Orange;TRUE;2.9 years
717;2.89 inches;12.47 kg;idlewater;6.9;Green_and_Chocolate;FALSE;27.5 years
718;10.88 inches;17.87 kg;slowmovingwaters;6.9;Calico;TRUE;20.2 years
719;16.39 inches;15.33 kg;idlewater;7.4;Green_and_Chocolate;FALSE;22.6 years
720;8.55 inches;14.79 kg;rivers;7.5;Black_and_Orange;FALSE;24.4 years
721;8.91 inches;2.35 kg;slowmovingwaters;6.1;Orange;FALSE;22.4 years
722;18.67 inches;11.3 kg;lakes;7.8;Red_and_Silver;FALSE;21.2 years
723;2.82 inches;16.44 kg;lakes;6.4;Reddish_Orange;TRUE;26.7 years
724;7.75 inches;5.06 kg;idlewater;6.2;Reddish_Orange;FALSE;27.6 years
725;6.72 inches;9.83 kg;rivers;7.3;Red_and_White_Bi_Color;TRUE;27.3 years
726;8.01 inches;7.53 kg;idlewater;6.7;Yellow;TRUE;13.2 years
727;14.42 inches;17.07 kg;rivers;7.3;Calico;FALSE;12.1 years
728;16.21 inches;4.42 kg;ponds;6.2;Black_and_Orange;FALSE;19.1 years
729;4.75 inches;13.48 kg;ponds;6.1;Red_and_White_Bi_Color;FALSE;24.7 years
730;17.57 inches;15.35 kg;idlewater;6.1;Yellow;FALSE;5.5 years
731;13.89 inches;3.26 kg;rivers;7.8;Red_and_Silver;FALSE;3.9 years
732;12.56 inches;9.57 kg;slowmovingwaters;7.6;Green_and_Chocolate;TRUE;24 years
733;13.92 inches;10.2 kg;ponds;7.7;Red_and_Silver;FALSE;23.1 years
734;8.71 inches;2.8 kg;lakes;7.9;Black_and_Orange;FALSE;7.4 years
735;8.88 inches;5.53 kg;ponds;7.6;Orange;FALSE;15.3 years
736;18.77 inches;6.36 kg;lakes;7.6;Reddish_Orange;FALSE;17.7 years
737;5.74 inches;18.7 kg;ponds;6.8;Green_and_Chocolate;TRUE;11.2 years
738;3.3 inches;11.45 kg;rivers;7.5;Red_and_White_Bi_Color;TRUE;27.8 years
739;11.69 inches;3.76 kg;rivers;7.6;Reddish_Orange;TRUE;9.3 years
740;13.99 inches;8.01 kg;idlewater;6.2;Orange;FALSE;12.9 years
741;12.04 inches;18.47 kg;ponds;7.2;White;TRUE;3.4 years
742;17.97 inches;12.4 kg;idlewater;6.5;Reddish_Orange;TRUE;8.3 years
743;8.95 inches;5.52 kg;rivers;6.6;Red_and_White_Bi_Color;FALSE;12.8 years
744;17.84 inches;17.06 kg;lakes;7.6;White;FALSE;27.6 years
745;6.53 inches;13.21 kg;idlewater;6.3;Green_and_Chocolate;TRUE;18 years
746;5.62 inches;16.42 kg;ponds;6.5;Red_and_Silver;FALSE;2.4 years
747;18.23 inches;14.25 kg;slowmovingwaters;7.7;Green_and_Chocolate;TRUE;1.4 years
748;16.52 inches;2.13 kg;slowmovingwaters;7.8;Reddish_Orange;FALSE;24 years
749;16.29 inches;4.7 kg;idlewater;6.3;Reddish_Orange;TRUE;20.1 years
750;2.48 inches;5.23 kg;lakes;6.6;Black_and_Orange;FALSE;14.5 years
751;10.4 inches;12.21 kg;slowmovingwaters;6.2;Reddish_Orange;TRUE;6.9 years
752;10.92 inches;18.09 kg;ponds;7.8;Black_and_Orange;TRUE;7.5 years
753;4.21 inches;13.75 kg;idlewater;7.9;Orange;FALSE;25.3 years
754;7.37 inches;14.38 kg;rivers;7.3;Green_and_Chocolate;TRUE;16 years
755;10.25 inches;9.19 kg;lakes;7.8;Green_and_Chocolate;FALSE;12.5 years
756;14.78 inches;3.17 kg;ponds;7.1;Orange;FALSE;2.3 years
757;9.27 inches;6.41 kg;idlewater;7.5;Orange;FALSE;8.6 years
758;17.94 inches;4.64 kg;slowmovingwaters;7.5;Reddish_Orange;TRUE;14 years
759;8.67 inches;10.86 kg;idlewater;6.7;Green_and_Chocolate;TRUE;25.8 years
760;8.05 inches;11.82 kg;slowmovingwaters;6.3;Yellow;TRUE;12.4 years
761;14.32 inches;2.61 kg;lakes;6;Green_and_Chocolate;TRUE;13.9 years
762;13.46 inches;3.1 kg;ponds;7.8;Red_and_Silver;TRUE;12.2 years
763;7.56 inches;5.19 kg;ponds;7.1;Reddish_Orange;FALSE;19.6 years
764;9.36 inches;14.73 kg;lakes;6.7;Red_and_Silver;TRUE;9.6 years
765;4.65 inches;3.56 kg;slowmovingwaters;7.8;Orange;FALSE;7.2 years
766;5.48 inches;6.77 kg;idlewater;7.6;Reddish_Orange;FALSE;12.7 years
767;16.36 inches;12.08 kg;rivers;6.8;Green_and_Chocolate;TRUE;12.3 years
768;14.83 inches;7.42 kg;ponds;7.5;Red_and_White_Bi_Color;FALSE;19.6 years
769;14.95 inches;10.89 kg;ponds;6.3;Orange;FALSE;2.3 years
770;17.41 inches;6.05 kg;rivers;7;Yellow;TRUE;5 years
771;6.84 inches;8.21 kg;slowmovingwaters;6.5;Black_and_Orange;FALSE;27.8 years
772;17.71 inches;2.25 kg;ponds;7.4;Calico;FALSE;9.1 years
773;19.52 inches;6.27 kg;slowmovingwaters;7;Red_and_White_Bi_Color;TRUE;17.2 years
774;14.69 inches;16.4 kg;lakes;7.1;Red_and_Silver;FALSE;12.9 years
775;16.42 inches;10.55 kg;lakes;7.6;White;TRUE;4.2 years
776;4.82 inches;2.96 kg;idlewater;6.3;Calico;TRUE;15.7 years
777;12.86 inches;14.33 kg;idlewater;6;Red_and_White_Bi_Color;FALSE;22.9 years
778;1.06 inches;11.01 kg;slowmovingwaters;7.6;Red_and_Silver;FALSE;1.2 years
779;18.24 inches;14.32 kg;lakes;6.1;Reddish_Orange;FALSE;14.2 years
780;2.22 inches;18.43 kg;idlewater;7.3;Green_and_Chocolate;FALSE;1.3 years
781;18.26 inches;12.43 kg;rivers;6.3;Orange;FALSE;16.8 years
782;3.31 inches;9.05 kg;lakes;7.6;Reddish_Orange;TRUE;20.7 years
783;13.01 inches;9.09 kg;slowmovingwaters;7;Yellow;FALSE;6.6 years
784;5.19 inches;8.64 kg;ponds;7.9;Black_and_Orange;FALSE;26.3 years
785;15.05 inches;2.67 kg;ponds;6.7;White;TRUE;16 years
786;4.23 inches;16.7 kg;rivers;7.6;Red_and_White_Bi_Color;FALSE;2.1 years
787;5.03 inches;2.93 kg;ponds;6.3;Black_and_Orange;TRUE;2.7 years
788;8.91 inches;17.85 kg;ponds;6.5;Yellow;FALSE;21.6 years
789;17.65 inches;15.7 kg;ponds;6.2;Green_and_Chocolate;FALSE;20.1 years
790;18.75 inches;5.06 kg;slowmovingwaters;6.3;Red_and_White_Bi_Color;TRUE;19.2 years
791;7.94 inches;9.06 kg;slowmovingwaters;6.2;Calico;TRUE;6.2 years
792;8.48 inches;10.22 kg;lakes;6.2;White;FALSE;1.1 years
793;13.72 inches;5.93 kg;idlewater;6.8;Reddish_Orange;FALSE;19.9 years
794;7.36 inches;18.08 kg;slowmovingwaters;6.9;White;TRUE;4.6 years
795;1.06 inches;5.62 kg;slowmovingwaters;6.4;Orange;FALSE;15 years
796;7.94 inches;15.7 kg;lakes;6.4;Calico;FALSE;11.7 years
797;4.66 inches;2.75 kg;slowmovingwaters;7.2;Reddish_Orange;FALSE;12.1 years
798;10.06 inches;12.15 kg;slowmovingwaters;6.6;Red_and_White_Bi_Color;TRUE;13.4 years
799;11.81 inches;10.34 kg;ponds;7.6;Orange;FALSE;13.1 years
800;1.26 inches;2.23 kg;slowmovingwaters;7;Orange;FALSE;23.8 years
801;14.22 inches;4.52 kg;idlewater;6.7;White;TRUE;25 years
802;15.33 inches;8.81 kg;ponds;6;Reddish_Orange;TRUE;24.4 years
803;12.48 inches;11.14 kg;ponds;7.9;Calico;TRUE;23.9 years
804;17.53 inches;2.18 kg;rivers;6.8;Red_and_White_Bi_Color;TRUE;15.1 years
805;2.26 inches;10.68 kg;slowmovingwaters;7.2;Calico;FALSE;23 years
806;4.55 inches;8.74 kg;rivers;6.9;Yellow;TRUE;18.4 years
807;15.99 inches;5.09 kg;lakes;6;Green_and_Chocolate;TRUE;17 years
808;13.55 inches;18.94 kg;ponds;7.2;Reddish_Orange;FALSE;13.5 years
809;11.5 inches;12.96 kg;lakes;7.8;Black_and_Orange;TRUE;19.8 years
810;18.16 inches;12.83 kg;rivers;7.4;Reddish_Orange;TRUE;6.2 years
811;19.89 inches;15.76 kg;ponds;7.2;Red_and_Silver;TRUE;15.7 years
812;2.55 inches;10.54 kg;slowmovingwaters;7.6;Green_and_Chocolate;TRUE;14.8 years
813;1.27 inches;12.85 kg;lakes;6.2;White;TRUE;7.7 years
814;13.7 inches;9.54 kg;ponds;7.2;Red_and_White_Bi_Color;TRUE;16.3 years
815;4.6 inches;4.06 kg;lakes;7.2;Black_and_Orange;FALSE;16.6 years
816;8.89 inches;12.07 kg;rivers;6.2;Red_and_Silver;TRUE;14 years
817;3.72 inches;12.63 kg;ponds;6.5;Black_and_Orange;FALSE;12 years
818;16.16 inches;6.14 kg;ponds;6.4;Red_and_White_Bi_Color;TRUE;18.4 years
819;5.87 inches;12.95 kg;idlewater;6.1;Calico;FALSE;13.2 years
820;11.33 inches;11.02 kg;lakes;8;Calico;TRUE;6.7 years
821;13.62 inches;8.45 kg;idlewater;6.7;Reddish_Orange;TRUE;12.8 years
822;13.16 inches;12.04 kg;lakes;7.5;Yellow;FALSE;10.9 years
823;18.15 inches;15.62 kg;idlewater;6.6;Yellow;TRUE;8.4 years
824;4.9 inches;7.78 kg;rivers;7.7;Orange;TRUE;8.2 years
825;9.12 inches;5.63 kg;rivers;7.8;Calico;TRUE;15.4 years
826;5.32 inches;10.96 kg;idlewater;6.2;Red_and_Silver;TRUE;21 years
827;13.17 inches;5.57 kg;ponds;6.6;Yellow;FALSE;3.8 years
828;6.13 inches;4.56 kg;ponds;6.5;Black_and_Orange;FALSE;16.9 years
829;6.63 inches;18.08 kg;rivers;6.2;Orange;FALSE;23.1 years
830;8.27 inches;16.55 kg;slowmovingwaters;7.6;Yellow;TRUE;19 years
831;6.99 inches;12.84 kg;ponds;6.8;Orange;TRUE;19.3 years
832;16.43 inches;8.75 kg;lakes;7.4;Orange;TRUE;15 years
833;12.12 inches;12.11 kg;idlewater;6.8;Calico;TRUE;18.8 years
834;15.56 inches;17.55 kg;idlewater;6.1;Reddish_Orange;FALSE;20.3 years
835;15.06 inches;4.34 kg;idlewater;7.9;Yellow;TRUE;25.8 years
836;2.85 inches;17.11 kg;ponds;7;Green_and_Chocolate;TRUE;6.5 years
837;19.75 inches;5.82 kg;lakes;7.7;White;FALSE;25.9 years
838;2.64 inches;6.37 kg;ponds;7.5;Orange;FALSE;21.3 years
839;6.38 inches;3.91 kg;rivers;6.6;Yellow;TRUE;8.3 years
840;10.5 inches;17.53 kg;lakes;6.5;Red_and_White_Bi_Color;FALSE;4.9 years
841;13.53 inches;10.03 kg;rivers;7.8;Red_and_Silver;FALSE;27 years
842;15.48 inches;5.77 kg;ponds;6.8;Reddish_Orange;TRUE;27.3 years
843;9.35 inches;5.16 kg;slowmovingwaters;8;Calico;TRUE;4.6 years
844;19.59 inches;9.6 kg;idlewater;7.7;Calico;TRUE;23.9 years
845;2.57 inches;15.69 kg;ponds;7.8;Orange;FALSE;9 years
846;17.49 inches;7.41 kg;lakes;7.6;Black_and_Orange;TRUE;27 years
847;1.82 inches;12.58 kg;lakes;7.2;Red_and_Silver;FALSE;9.2 years
848;14.94 inches;16.57 kg;idlewater;6.4;Red_and_White_Bi_Color;TRUE;19.3 years
849;18.75 inches;11.65 kg;rivers;7.7;Black_and_Orange;FALSE;7.6 years
850;5.39 inches;14.44 kg;idlewater;7.9;Red_and_Silver;FALSE;14.3 years
851;8.46 inches;9.71 kg;idlewater;6.4;White;TRUE;16 years
852;2.15 inches;4.89 kg;slowmovingwaters;7.9;Yellow;FALSE;12.3 years
853;15.07 inches;2.11 kg;lakes;7.5;Black_and_Orange;FALSE;23.5 years
854;2.8 inches;6.47 kg;idlewater;7.7;Red_and_Silver;TRUE;14.9 years
855;8.01 inches;15.01 kg;ponds;6.9;Red_and_Silver;FALSE;7 years
856;11.21 inches;11.3 kg;rivers;7.6;Black_and_Orange;FALSE;18.3 years
857;11.96 inches;13.4 kg;ponds;7.2;Green_and_Chocolate;FALSE;14.6 years
858;3.14 inches;3.02 kg;idlewater;7.6;Yellow;FALSE;13.1 years
859;10.15 inches;4.2 kg;idlewater;7.9;White;TRUE;13.9 years
860;8.42 inches;7.56 kg;ponds;6.9;Reddish_Orange;TRUE;11.2 years
861;14.01 inches;17.51 kg;ponds;7.8;Yellow;TRUE;18.9 years
862;6.91 inches;17.27 kg;slowmovingwaters;7;Green_and_Chocolate;TRUE;6.2 years
863;7.52 inches;5.42 kg;ponds;6.9;Red_and_Silver;FALSE;21.9 years
864;8.11 inches;9.15 kg;idlewater;7.3;Green_and_Chocolate;FALSE;24.4 years
865;15.08 inches;2.74 kg;slowmovingwaters;6.8;White;FALSE;18.9 years
866;12.42 inches;12.65 kg;slowmovingwaters;7.7;Yellow;TRUE;23 years
867;8.05 inches;7.97 kg;slowmovingwaters;7.8;Red_and_White_Bi_Color;FALSE;11 years
868;8.33 inches;16.55 kg;idlewater;7.3;Yellow;TRUE;4.9 years
869;3.18 inches;13.79 kg;rivers;7.7;Red_and_White_Bi_Color;FALSE;5.5 years
870;4.72 inches;2.91 kg;lakes;6.3;Yellow;TRUE;1.7 years
871;5.93 inches;3.24 kg;idlewater;7.5;Calico;FALSE;20.9 years
872;13.62 inches;7.41 kg;idlewater;6.8;Orange;TRUE;5.4 years
873;17.46 inches;9.34 kg;rivers;7.3;White;FALSE;4.5 years
874;13.04 inches;15 kg;idlewater;6.8;Reddish_Orange;TRUE;23.1 years
875;13.19 inches;9.36 kg;slowmovingwaters;6.9;Red_and_Silver;TRUE;15.1 years
876;18.3 inches;17.12 kg;rivers;6.6;Black_and_Orange;FALSE;11.8 years
877;2.99 inches;14.86 kg;lakes;7.4;White;FALSE;26.3 years
878;3.67 inches;6.72 kg;slowmovingwaters;6.6;Reddish_Orange;TRUE;16 years
879;12.8 inches;12.96 kg;lakes;7.1;Black_and_Orange;TRUE;2 years
880;1.37 inches;7.17 kg;idlewater;6.5;Green_and_Chocolate;TRUE;5.9 years
881;8.98 inches;18.76 kg;idlewater;6;Reddish_Orange;FALSE;15.2 years
882;14.72 inches;16.84 kg;slowmovingwaters;6.5;Yellow;TRUE;17.3 years
883;6.48 inches;11.16 kg;rivers;7;Yellow;TRUE;10.2 years
884;8.3 inches;13.66 kg;idlewater;7.3;Black_and_Orange;TRUE;21.1 years
885;11.89 inches;8.74 kg;slowmovingwaters;7;Red_and_White_Bi_Color;FALSE;8 years
886;10.39 inches;18.55 kg;idlewater;6.5;Red_and_White_Bi_Color;TRUE;4.4 years
887;8.05 inches;3.53 kg;idlewater;8;Reddish_Orange;FALSE;16 years
888;10.01 inches;16.79 kg;lakes;6.2;Red_and_Silver;TRUE;16.9 years
889;7.66 inches;16.85 kg;slowmovingwaters;7.8;Green_and_Chocolate;FALSE;3.4 years
890;13.37 inches;10.66 kg;slowmovingwaters;7.2;Yellow;FALSE;25.1 years
891;4.62 inches;7.11 kg;lakes;7.7;White;TRUE;3.2 years
892;8.38 inches;13.75 kg;ponds;7.2;Green_and_Chocolate;TRUE;14.2 years
893;15.35 inches;8.41 kg;ponds;6.4;Calico;TRUE;20 years
894;9.01 inches;12.42 kg;slowmovingwaters;6.1;Black_and_Orange;FALSE;2.9 years
895;13.21 inches;9.42 kg;rivers;6.7;Red_and_Silver;FALSE;1.9 years
896;5.19 inches;3.21 kg;rivers;6.5;Red_and_Silver;FALSE;16 years
897;8.82 inches;12.45 kg;lakes;6.2;Orange;TRUE;24.4 years
898;11.76 inches;12.44 kg;idlewater;6.6;Orange;FALSE;12.3 years
899;8.12 inches;16.89 kg;lakes;6.4;Red_and_Silver;TRUE;27.4 years
900;6.66 inches;10.92 kg;slowmovingwaters;6.4;Reddish_Orange;TRUE;3.9 years
901;2.72 inches;5.32 kg;slowmovingwaters;7.7;Green_and_Chocolate;FALSE;22.5 years
902;16.83 inches;14.22 kg;lakes;7;Green_and_Chocolate;TRUE;23.9 years
903;5.86 inches;17.55 kg;lakes;6.8;Black_and_Orange;FALSE;15.3 years
904;12.35 inches;18.93 kg;lakes;7.4;Reddish_Orange;TRUE;15.4 years
905;1.85 inches;14.8 kg;idlewater;7.7;Red_and_White_Bi_Color;FALSE;2.6 years
906;16.08 inches;17.91 kg;slowmovingwaters;6.5;Black_and_Orange;TRUE;7.9 years
907;8.93 inches;16.22 kg;ponds;6.4;Orange;TRUE;12.8 years
908;4.24 inches;7.11 kg;slowmovingwaters;6.4;Yellow;FALSE;20.9 years
909;12.31 inches;10 kg;lakes;7.3;Red_and_Silver;FALSE;11.6 years
910;10.21 inches;18.83 kg;rivers;6.8;Red_and_White_Bi_Color;FALSE;3.6 years
911;4.5 inches;18.58 kg;rivers;7.4;Green_and_Chocolate;TRUE;14.4 years
912;9.28 inches;4.39 kg;ponds;7;Red_and_Silver;TRUE;4.7 years
913;6.23 inches;13.29 kg;idlewater;7.3;Yellow;TRUE;1.1 years
914;15.41 inches;11.43 kg;lakes;6.9;White;TRUE;25.7 years
915;3.84 inches;3.19 kg;lakes;7.6;Yellow;TRUE;21.4 years
916;16.31 inches;6.38 kg;lakes;6.1;Red_and_Silver;TRUE;25.9 years
917;11.2 inches;17.93 kg;lakes;7.7;Reddish_Orange;FALSE;24.9 years
918;1.03 inches;2.57 kg;slowmovingwaters;7;Green_and_Chocolate;FALSE;20.1 years
919;4.5 inches;5.67 kg;rivers;8;Green_and_Chocolate;TRUE;5.6 years
920;4.9 inches;2.74 kg;lakes;7.8;Reddish_Orange;FALSE;22 years
921;13.55 inches;4.39 kg;ponds;6.1;Yellow;FALSE;7 years
922;14.44 inches;14.8 kg;ponds;7.4;Yellow;TRUE;23 years
923;7.49 inches;14.42 kg;idlewater;6.6;Green_and_Chocolate;FALSE;20.2 years
924;5.05 inches;13.59 kg;ponds;6.1;Red_and_Silver;TRUE;18.3 years
925;4.94 inches;13.11 kg;lakes;7;Yellow;TRUE;18.8 years
926;2.01 inches;13.3 kg;slowmovingwaters;6.4;White;TRUE;19.3 years
927;18.71 inches;11.92 kg;lakes;6.1;Calico;FALSE;11.3 years
928;7.12 inches;4.38 kg;idlewater;7.4;Green_and_Chocolate;TRUE;7.6 years
929;4.04 inches;17.16 kg;lakes;7.7;Red_and_Silver;FALSE;10.9 years
930;16.55 inches;11.82 kg;lakes;7;Green_and_Chocolate;FALSE;11.5 years
931;4.07 inches;6.85 kg;slowmovingwaters;6.8;Green_and_Chocolate;FALSE;24.2 years
932;5.25 inches;14.73 kg;slowmovingwaters;6.4;Calico;TRUE;20.3 years
933;15.47 inches;18.01 kg;rivers;6;Red_and_Silver;TRUE;26.2 years
934;14.97 inches;9.5 kg;lakes;6.7;White;TRUE;15.3 years
935;7.1 inches;5.09 kg;rivers;6.7;White;TRUE;17.7 years
936;12.38 inches;18.39 kg;ponds;6.8;Green_and_Chocolate;FALSE;18.4 years
937;18.2 inches;6.5 kg;ponds;6.8;Reddish_Orange;FALSE;11.5 years
938;10.32 inches;13.57 kg;rivers;7;Yellow;TRUE;5.4 years
939;2.7 inches;4.53 kg;lakes;7.1;White;FALSE;7.1 years
940;2.1 inches;18.84 kg;rivers;7.7;Red_and_Silver;TRUE;15.9 years
941;4.19 inches;4.5 kg;ponds;7.9;Red_and_Silver;FALSE;15.9 years
942;18.08 inches;7.13 kg;lakes;7.8;Green_and_Chocolate;TRUE;5.7 years
943;10.4 inches;3.69 kg;ponds;7.8;Red_and_Silver;FALSE;10.4 years
944;1.66 inches;5.47 kg;ponds;7.5;Reddish_Orange;TRUE;27.7 years
945;16.04 inches;16.42 kg;ponds;6.2;Orange;FALSE;27.1 years
946;10.32 inches;4.71 kg;slowmovingwaters;6;Black_and_Orange;TRUE;7.7 years
947;11.86 inches;12.36 kg;ponds;8;Red_and_Silver;FALSE;9 years
948;6.91 inches;3.79 kg;slowmovingwaters;7.2;Green_and_Chocolate;FALSE;18.9 years
949;8.18 inches;13.89 kg;lakes;7.3;White;FALSE;11.3 years
950;3.38 inches;5.52 kg;idlewater;6.2;Red_and_White_Bi_Color;FALSE;26.9 years
951;3.85 inches;12.85 kg;idlewater;6.1;Red_and_Silver;FALSE;4.7 years
952;15.78 inches;8.78 kg;ponds;7.2;Red_and_Silver;FALSE;11 years
953;7.39 inches;2.67 kg;idlewater;6.7;Reddish_Orange;TRUE;21.2 years
954;7.43 inches;5.21 kg;rivers;7.7;Yellow;TRUE;5.8 years
955;15.04 inches;2.64 kg;slowmovingwaters;6.1;Reddish_Orange;TRUE;17.1 years
956;14.63 inches;12.01 kg;rivers;7.5;Red_and_Silver;TRUE;20.5 years
957;9.85 inches;7.02 kg;lakes;6.1;Red_and_Silver;FALSE;5.6 years
958;2.28 inches;3.87 kg;idlewater;7.9;Orange;TRUE;2.1 years
959;14.26 inches;4.81 kg;rivers;7.8;Calico;FALSE;3.1 years
960;15 inches;4.04 kg;slowmovingwaters;7.6;Red_and_Silver;FALSE;4.2 years
961;13.76 inches;15.42 kg;slowmovingwaters;7.5;Black_and_Orange;TRUE;13.5 years
962;16.72 inches;10.1 kg;lakes;6.6;Red_and_Silver;TRUE;1.3 years
963;6.6 inches;16.79 kg;idlewater;7.1;Black_and_Orange;TRUE;3.2 years
964;10.66 inches;17.57 kg;lakes;7.9;Orange;TRUE;5.9 years
965;5.54 inches;10.08 kg;lakes;7.5;Green_and_Chocolate;TRUE;13.5 years
