scientific_name;common_name;meaning;diet;length_m;weight_kg;height_m;locomotion;period;lived_in;behavior_notes;first_discovered;fossil_location;notable_features;intelligence_level;source_link;row_index
Morinosaurus;Morinosaurus;Morino lizard;Herbivore;8.0;3000.0;3.0;Quadrupedal;Late Jurassic;Europe;Sauropod dinosaur;1915;France;Known from partial remains;Unknown;https://en.wikipedia.org/wiki/Morinosaurus;821
Moros;Moros;Doom;Carnivore;3.0;78.0;1.0;Bipedal;Late Cretaceous;North America;Theropod dinosaur;2019;USA;Small tyrannosauroid;Medium;https://en.wikipedia.org/wiki/Moros;822
Morrosaurus;Morrosaurus;Hill lizard;Herbivore;2.0;200.0;1.0;Bipedal;Late Cretaceous;Antarctica;Ornithopod dinosaur;2016;Antarctica;Small herbivorous dinosaur;Unknown;https://en.wikipedia.org/wiki/Morrosaurus;823
Mosaiceratops;Mosaiceratops;Mosaic horned face;Herbivore;2.0;200.0;1.0;Bipedal;Late Cretaceous;Asia (China);Ceratopsian dinosaur;2015;China;Primitive ceratopsian;Unknown;https://en.wikipedia.org/wiki/Mosaiceratops;824
Muyelensaurus;Muyelensaurus;Muyelen lizard;Herbivore;18.0;4000.0;6.0;Quadrupedal;Late Cretaceous;South America;Titanosaurian sauropod;2007;Argentina;Medium-sized titanosaur;Unknown;https://en.wikipedia.org/wiki/Muyelensaurus;825
Mymoorapelta;Mymoorapelta;My Moor shield;Herbivore;4.5;600.0;2.0;Quadrupedal;Late Jurassic;North America;Ankylosaurid dinosaur;1994;USA;Small armored dinosaur;Unknown;https://en.wikipedia.org/wiki/Mymoorapelta;826
Naashoibitosaurus;Naashoibitosaurus;Naashoibito lizard;Herbivore;7.0;3000.0;2.5;Quadrupedal;Late Cretaceous;North America;Ceratopsian dinosaur;1996;USA;Medium-sized horned dinosaur;Unknown;https://en.wikipedia.org/wiki/Naashoibitosaurus;827
Nambalia;Nambalia;Nambal lizard;Herbivore;4.0;200.0;1.0;Bipedal;Early Jurassic;Asia (India);Basal sauropodomorph;2007;India;Early relative of sauropods;Unknown;https://en.wikipedia.org/wiki/Nambalia;828
Nankangia;Nankangia;Nankang lizard;Omnivore;1.5;30.0;0.8;Bipedal;Late Cretaceous;Asia (China);Theropod dinosaur;2013;China;Small feathered dinosaur;Unknown;https://en.wikipedia.org/wiki/Nankangia;829
Nanningosaurus;Nanningosaurus;Nanning lizard;Herbivore;3.0;150.0;1.0;Bipedal;Late Cretaceous;Asia (China);Hadrosauroid dinosaur;2007;China;Medium-sized hadrosaur;Unknown;https://en.wikipedia.org/wiki/Nanningosaurus;830
Nanosaurus;Nanosaurus;Dwarf lizard;Herbivore;2.0;20.0;0.6;Bipedal;Late Jurassic;North America;Small ornithischian dinosaur;1877;USA;One of the earliest small ornithopods;Unknown;https://en.wikipedia.org/wiki/Nanosaurus;831
Nanotyrannus;Nanotyrannus;Dwarf tyrant;Carnivore;4.0;500.0;1.5;Bipedal;Late Cretaceous;North America;Tyrannosaurid theropod (debated);1946;USA;Possibly juvenile T. rex;Unknown;https://en.wikipedia.org/wiki/Nanotyrannus;832
Nanuqsaurus;Nanuqsaurus;Polar bear lizard;Carnivore;5.0;800.0;1.5;Bipedal;Late Cretaceous;North America;Tyrannosaurid theropod;2014;USA;Small polar tyrannosaur;Unknown;https://en.wikipedia.org/wiki/Nanuqsaurus;833
Nanyangosaurus;Nanyangosaurus;Nanyang lizard;Herbivore;6.0;2000.0;2.5;Bipedal;Late Cretaceous;Asia (China);Hadrosauroid dinosaur;2000;China;Late Cretaceous hadrosaur;Unknown;https://en.wikipedia.org/wiki/Nanyangosaurus;834
Narambuenatitan;Narambuenatitan;Narambuena titan;Herbivore;12.0;15000.0;5.5;Quadrupedal;Late Cretaceous;South America;Titanosaurian sauropod;2017;Argentina;Large titanosaur;Unknown;https://en.wikipedia.org/wiki/Narambuenatitan;835
Nasutoceratops;Nasutoceratops;Big nose horned face;Herbivore;5.0;2500.0;2.0;Quadrupedal;Late Cretaceous;North America;Ceratopsian dinosaur;2013;USA;Distinctive large horns;Unknown;https://en.wikipedia.org/wiki/Nasutoceratops;836
Nebulasaurus;Nebulasaurus;Cloud lizard;Herbivore;3.0;200.0;1.2;Bipedal;Early Jurassic;Asia (China);Basal sauropodomorph;2010;China;Primitive herbivore;Unknown;https://en.wikipedia.org/wiki/Nebulasaurus;837
Nedcolbertia;Nedcolbertia;Colbert's lizard;Carnivore;3.0;70.0;1.0;Bipedal;Early Cretaceous;North America;Theropod dinosaur;1994;USA;Small coelurosaur;Unknown;https://en.wikipedia.org/wiki/Nedcolbertia;838
Neimongosaurus;Neimongosaurus;Inner Mongolia lizard;Herbivore;5.0;2000.0;2.0;Bipedal;Late Cretaceous;Asia (China);Titanosaurian sauropod;2000;China;Medium-sized sauropod;Unknown;https://en.wikipedia.org/wiki/Neimongosaurus;839
Nemegtomaia;Nemegtomaia;Nemegt good mother;Omnivore;2.0;40.0;0.8;Bipedal;Late Cretaceous;Asia (Mongolia);Ornithomimid theropod;2004;Mongolia;Feathered, bird-like dinosaur;Unknown;https://en.wikipedia.org/wiki/Nemegtomaia;840
Nemegtonykus;Nemegtonykus;Nemegt claw;Carnivore;1.5;15.0;0.5;Bipedal;Late Cretaceous;Asia (Mongolia);Alvarezsaurid theropod;2013;Mongolia;Small, fast predator;Unknown;https://en.wikipedia.org/wiki/Nemegtonykus;841
Neosodon;Neosodon;New tooth;Herbivore;10.0;10000.0;4.0;Quadrupedal;Late Jurassic;Europe;Sauropod dinosaur;1870;France;Large sauropod with limited fossils;Unknown;https://en.wikipedia.org/wiki/Neosodon;842
Neuquenraptor;Neuquenraptor;Neuquén thief;Carnivore;2.5;100.0;1.0;Bipedal;Late Cretaceous;South America;Dromaeosaurid theropod;1996;Argentina;Small, agile predator;Unknown;https://en.wikipedia.org/wiki/Neuquenraptor;843
Newtonsaurus;Newtonsaurus;Newton's lizard;Herbivore;5.0;300.0;1.5;Bipedal;Late Jurassic;Europe;Ornithischian dinosaur;1894;UK;Medium-sized herbivore;Unknown;https://en.wikipedia.org/wiki/Newtonsaurus;844
Ngexisaurus;Ngexisaurus;Ngexi lizard;Herbivore;4.0;200.0;1.2;Bipedal;Late Jurassic;Africa;Ornithischian dinosaur;1998;Morocco;Medium herbivore;Unknown;https://en.wikipedia.org/wiki/Ngexisaurus;845
Ngwevu;Ngwevu;Grey one;Herbivore;4.0;300.0;1.2;Bipedal;Late Jurassic;Africa;Abelisaurid dinosaur;2019;South Africa;Medium-sized abelisaurid;Unknown;https://en.wikipedia.org/wiki/Ngwevu;846
Ningyuansaurus;Ningyuansaurus;Ningyuan lizard;Omnivore;0.7;3.0;0.3;Bipedal;Early Cretaceous;Asia (China);Theropod dinosaur;2014;China;Small basal theropod;Unknown;https://en.wikipedia.org/wiki/Ningyuansaurus;847
Niobrarasaurus;Niobrarasaurus;Niobrara lizard;Herbivore;5.0;2000.0;2.0;Quadrupedal;Late Cretaceous;North America;Ankylosaurid dinosaur;1995;USA;Medium armored dinosaur;Unknown;https://en.wikipedia.org/wiki/Niobrarasaurus;848
Nodocephalosaurus;Nodocephalosaurus;Knob head lizard;Herbivore;4.0;1500.0;1.5;Quadrupedal;Late Cretaceous;North America;Ankylosaurid dinosaur;1996;USA;Armored dinosaur with distinctive skull;Unknown;https://en.wikipedia.org/wiki/Nodocephalosaurus;849
Nopcsaspondylus;Nopcsaspondylus;Nopcsa's vertebra;Herbivore;6.0;2500.0;2.5;Quadrupedal;Late Cretaceous;Europe;Sauropod dinosaur;2010;Hungary;Medium-sized titanosaur;Unknown;https://en.wikipedia.org/wiki/Nopcsaspondylus;850
Normanniasaurus;Normanniasaurus;Norman lizard;Herbivore;12.0;15000.0;5.0;Quadrupedal;Early Cretaceous;Europe;Rebbachisaurid sauropod;1999;France;Large sauropod dinosaur;Unknown;https://en.wikipedia.org/wiki/Normanniasaurus;851
Notoceratops;Notoceratops;Southern horned face;Herbivore;4.0;2000.0;1.5;Quadrupedal;Late Cretaceous;South America;Ceratopsian dinosaur;1918;Argentina;Possibly a dubious ceratopsian;Unknown;https://en.wikipedia.org/wiki/Notoceratops;852
Notocolossus;Notocolossus;Southern giant;Herbivore;25.0;40000.0;7.0;Quadrupedal;Late Cretaceous;South America;Titanosaurian sauropod;2016;Argentina;One of the largest known titanosaurs;Unknown;https://en.wikipedia.org/wiki/Notocolossus;853
Notohypsilophodon;Notohypsilophodon;Southern Hypsilophodon;Herbivore;2.0;15.0;0.8;Bipedal;Late Cretaceous;South America;Ornithopod dinosaur;1984;Argentina;Small herbivorous dinosaur;Unknown;https://en.wikipedia.org/wiki/Notohypsilophodon;854
Nurosaurus;Nurosaurus;Nuro lizard;Herbivore;8.0;9000.0;4.0;Quadrupedal;Late Cretaceous;Asia (China);Titanosaurian sauropod;1993;China;Large sauropod dinosaur;Unknown;https://en.wikipedia.org/wiki/Nurosaurus;855
Nuthetes;Nuthetes;Sharpening one;Carnivore;1.0;15.0;0.6;Bipedal;Early Cretaceous;Europe;Theropod dinosaur;1923;UK;Small carnivorous dinosaur;Unknown;https://en.wikipedia.org/wiki/Nuthetes;856
Nyasasaurus;Nyasasaurus;Lake Nyasa lizard;Omnivore;2.0;20.0;0.8;Bipedal;Early Triassic;Africa (Tanzania);One of the earliest dinosaurs;2012;Tanzania;Possibly the earliest dinosaur;Unknown;https://en.wikipedia.org/wiki/Nyasasaurus;857
Ohmdenosaurus;Ohmdenosaurus;Ohmden lizard;Herbivore;6.0;2000.0;2.0;Bipedal;Jurassic;Europe (Germany);Prosauropod dinosaur;1932;Germany;Early herbivorous dinosaur;Unknown;https://en.wikipedia.org/wiki/Ohmdenosaurus;858
Ojoceratops;Ojoceratops;Ojo (eye) horned face;Herbivore;6.0;3000.0;2.0;Quadrupedal;Late Cretaceous;North America;Ceratopsian dinosaur;1995;USA;Similar to Triceratops;Unknown;https://en.wikipedia.org/wiki/Ojoceratops;859
Ojoraptorsaurus;Ojoraptorsaurus;Ojo thief lizard;Carnivore;1.5;30.0;1.0;Bipedal;Late Cretaceous;North America;Oviraptorid theropod;2011;USA;Small feathered predator;Unknown;https://en.wikipedia.org/wiki/Ojoraptorsaurus;860
Olorotitan;Olorotitan;Olorotitan (named after Oloro region);Herbivore;9.0;5000.0;3.0;Quadrupedal;Late Cretaceous;Asia (Russia);Hadrosaurid dinosaur;1999;Russia;Late Cretaceous duck-billed dinosaur;Unknown;https://en.wikipedia.org/wiki/Olorotitan;861
Omosaurus;Omosaurus;Shoulder lizard;Herbivore;5.0;2000.0;2.0;Quadrupedal;Jurassic;Europe;Stegosaurid dinosaur;1875;UK;Possibly a synonym of Dacentrurus;Unknown;https://en.wikipedia.org/wiki/Omosaurus;862
Oohkotokia;Oohkotokia;Oohkotok (Native American tribe);Herbivore;6.0;1500.0;2.0;Quadrupedal;Late Cretaceous;North America;Ankylosaurid dinosaur;2009;USA;Well-armored ankylosaur;Unknown;https://en.wikipedia.org/wiki/Oohkotokia;863
Oplosaurus;Oplosaurus;Armed lizard;Carnivore;7.0;2000.0;3.0;Bipedal;Jurassic;Europe;Theropod dinosaur;1874;UK;Possibly a megalosaurid;Unknown;https://en.wikipedia.org/wiki/Oplosaurus;864
Orcomimus;Orcomimus;Orco mimic;Carnivore;2.0;80.0;1.0;Bipedal;Late Jurassic;North America;Theropod dinosaur;2014;USA;Small predator;Unknown;https://en.wikipedia.org/wiki/Orcomimus;865
Orkoraptor;Orkoraptor;Orko thief;Carnivore;5.0;450.0;2.0;Bipedal;Late Cretaceous;South America;Theropod dinosaur;2001;Argentina;Medium-sized predator;Unknown;https://en.wikipedia.org/wiki/Orkoraptor;866
Ornithodesmus;Ornithodesmus;Bird link;Carnivore;2.0;25.0;1.0;Bipedal;Jurassic;Europe;Theropod dinosaur;1887;UK;Small agile predator;Unknown;https://en.wikipedia.org/wiki/Ornithodesmus;867
Ornithomimoides;Ornithomimoides;Bird mimic-like;Herbivore;4.0;100.0;1.5;Bipedal;Cretaceous;Asia;Theropod dinosaur;1964;India;Similar to ornithomimids;Unknown;https://en.wikipedia.org/wiki/Ornithomimoides;868
Ornithopsis;Ornithopsis;Bird face;Herbivore;10.0;10000.0;4.0;Quadrupedal;Jurassic;Europe;Sauropod dinosaur;1889;UK;Large sauropod dinosaur;Unknown;https://en.wikipedia.org/wiki/Ornithopsis;869
Orthogoniosaurus;Orthogoniosaurus;Straight angled lizard;Carnivore;4.0;200.0;1.2;Bipedal;Late Cretaceous;Asia (India);Theropod dinosaur;1933;India;Medium-sized predator;Unknown;https://en.wikipedia.org/wiki/Orthogoniosaurus;870
Orthomerus;Orthomerus;Straight femur;Herbivore;6.0;1200.0;2.5;Bipedal;Late Cretaceous;Europe;Ornithopod dinosaur;1883;Europe;Medium-sized herbivore;Unknown;https://en.wikipedia.org/wiki/Orthomerus;871
Oryctodromeus;Oryctodromeus;Digging runner;Herbivore;2.5;20.0;1.0;Bipedal;Late Cretaceous;North America;Ornithopod dinosaur;2007;USA;Burrowing dinosaur;Unknown;https://en.wikipedia.org/wiki/Oryctodromeus;872
Oshanosaurus;Oshanosaurus;Oshano lizard;Herbivore;10.0;5000.0;3.5;Bipedal;Early Cretaceous;Asia (China);Sauropod dinosaur;1999;China;Primitive sauropod;Unknown;https://en.wikipedia.org/wiki/Oshanosaurus;873
Osmakasaurus;Osmakasaurus;Osmaka lizard;Herbivore;7.0;4000.0;3.0;Quadrupedal;Late Cretaceous;North America;Sauropod dinosaur;2001;USA;Medium-sized sauropod;Unknown;https://en.wikipedia.org/wiki/Osmakasaurus;874
Ostafrikasaurus;Ostafrikasaurus;East African lizard;Carnivore;11.0;3000.0;3.5;Bipedal;Middle Jurassic;Africa;Theropod dinosaur;2010;Tanzania;Large spinosaurid;Unknown;https://en.wikipedia.org/wiki/Ostafrikasaurus;875
Otogosaurus;Otogosaurus;Otogo lizard;Herbivore;8.0;3500.0;3.0;Quadrupedal;Late Jurassic;Asia (China);Sauropod dinosaur;2004;China;Large sauropod;Unknown;https://en.wikipedia.org/wiki/Otogosaurus;876
Overosaurus;Overosaurus;Overo lizard;Herbivore;8.0;5000.0;3.5;Quadrupedal;Late Cretaceous;South America;Titanosaurian sauropod;2008;Argentina;Medium-sized titanosaur;Unknown;https://en.wikipedia.org/wiki/Overosaurus;877
Owenodon;Owenodon;Owen's tooth;Herbivore;5.0;500.0;1.5;Bipedal;Late Cretaceous;Europe;Iguanodontian dinosaur;1889;UK;Medium-sized herbivore;Unknown;https://en.wikipedia.org/wiki/Owenodon;878
Oxalaia;Oxalaia;Oxalá (Brazilian deity);Carnivore;12.0;6000.0;4.0;Bipedal;Late Cretaceous;South America;Spinosaurid theropod;2011;Brazil;Large spinosaurid;Unknown;https://en.wikipedia.org/wiki/Oxalaia;879
Pachyrhinosaurus;Pachyrhinosaurus;Thick nose lizard;Herbivore;6.0;2500.0;2.0;Quadrupedal;Late Cretaceous;North America;Ceratopsid dinosaur known for its thick nasal boss;1946;Canada;Large ceratopsian with bony nasal lump;Medium;https://en.wikipedia.org/wiki/Pachyrhinosaurus;880
Pachysuchus;Pachysuchus;Thick crocodile;Herbivore;4.5;400.0;1.5;Quadrupedal;Jurassic;Asia (China);Sauropod dinosaur;1950;China;Relatively small sauropod;Unknown;https://en.wikipedia.org/wiki/Pachysuchus;881
Padillasaurus;Padillasaurus;Padilla lizard;Herbivore;12.0;9000.0;5.0;Quadrupedal;Early Cretaceous;South America;Rebbachisaurid sauropod;2014;Colombia;Large diplodocoid sauropod;Unknown;https://en.wikipedia.org/wiki/Padillasaurus;882
Pakisaurus;Pakisaurus;Paki lizard;Herbivore;7.0;4000.0;3.0;Quadrupedal;Late Cretaceous;Asia (Pakistan);Hadrosaurid dinosaur;2001;Pakistan;Late Cretaceous hadrosaur;Unknown;https://en.wikipedia.org/wiki/Pakisaurus;883
Palaeopteryx;Palaeopteryx;Ancient wing;Carnivore;0.5;1.0;0.3;Bipedal;Late Jurassic;North America;Avialan (bird-like dinosaur);1995;USA;Small feathered dinosaur;Unknown;https://en.wikipedia.org/wiki/Palaeopteryx;884
Palaeoscincus;Palaeoscincus; Ancient skink;Herbivore;5.0;2000.0;2.0;Quadrupedal;Late Cretaceous;North America;Ankylosaurid dinosaur;1902;USA;Heavily armored dinosaur;Unknown;https://en.wikipedia.org/wiki/Palaeoscincus;885
Paludititan;Paludititan;Swamp titan;Herbivore;15.0;22000.0;5.5;Quadrupedal;Late Cretaceous;Europe;Argentinian titanosaurian sauropod;2017;Romania;Large titanosaur;Unknown;https://en.wikipedia.org/wiki/Paludititan;886
Pampadromaeus;Pampadromaeus;Pampa runner;Carnivore;1.2;10.0;0.7;Bipedal;Late Triassic;South America;Early theropod dinosaur;2011;Argentina;Small early dinosaur;Unknown;https://en.wikipedia.org/wiki/Pampadromaeus;887
Pamparaptor;Pamparaptor;Pampa thief;Carnivore;1.5;15.0;0.8;Bipedal;Late Cretaceous;South America;Dromaeosaurid theropod;2012;Argentina;Small feathered predator;Unknown;https://en.wikipedia.org/wiki/Pamparaptor;888
Panamericansaurus;Panamericansaurus;Panamerican lizard;Herbivore;8.0;7000.0;3.5;Quadrupedal;Late Cretaceous;South America;Titanosaur sauropod;2015;Argentina;Medium-large titanosaur;Unknown;https://en.wikipedia.org/wiki/Panamericansaurus;889
Panphagia;Panphagia;All eater;Omnivore;1.3;8.0;0.7;Bipedal;Late Triassic;South America;Early sauropodomorph;2009;Argentina;Early herbivore/omnivore;Unknown;https://en.wikipedia.org/wiki/Panphagia;890
Pantydraco;Pantydraco;Panty dragon;Herbivore;2.0;15.0;1.0;Bipedal;Late Triassic;Europe;Prosauropod dinosaur;1998;UK;Small early sauropodomorph;Unknown;https://en.wikipedia.org/wiki/Pantydraco;891
Paralititan;Paralititan;Near sea titan;Herbivore;26.0;60000.0;7.0;Quadrupedal;Late Cretaceous;Africa;Titanosaurian sauropod;2001;Egypt;One of the largest titanosaurs;Unknown;https://en.wikipedia.org/wiki/Paralititan;892
Paranthodon;Paranthodon;Near flower tooth;Herbivore;4.0;500.0;1.5;Quadrupedal;Early Cretaceous;Africa;Stegosaurid dinosaur;1912;South Africa;Medium-sized stegosaur;Unknown;https://en.wikipedia.org/wiki/Paranthodon;893
Pararhabdodon;Pararhabdodon;Near spike tooth;Herbivore;6.0;2000.0;2.0;Bipedal;Late Cretaceous;Europe (Spain);Hadrosaurid dinosaur;1993;Spain;Medium-sized hadrosaur;Unknown;https://en.wikipedia.org/wiki/Pararhabdodon;894
Parksosaurus;Parksosaurus;Park lizard;Herbivore;2.0;20.0;1.0;Bipedal;Late Cretaceous;North America;Ornithopod dinosaur;1953;Canada;Small herbivorous dinosaur;Unknown;https://en.wikipedia.org/wiki/Parksosaurus;895
Paronychodon;Paronychodon;Beside claw tooth;Carnivore;1.0;15.0;0.7;Bipedal;Late Cretaceous;North America;Theropod dinosaur;1977;USA;Possibly a dubious genus;Unknown;https://en.wikipedia.org/wiki/Paronychodon;896
Parvicursor;Parvicursor;Small runner;Carnivore;0.7;3.0;0.5;Bipedal;Late Cretaceous;Asia (Mongolia);Alvarezsaurid theropod;1996;Mongolia;Small fast predator;Unknown;https://en.wikipedia.org/wiki/Parvicursor;897
Patagonykus;Patagonykus;Patagonian claw;Carnivore;2.0;50.0;1.0;Bipedal;Late Cretaceous;South America;Alvarezsaurid theropod;1993;Argentina;Small feathered predator;Unknown;https://en.wikipedia.org/wiki/Patagonykus;898
Patagosaurus;Patagosaurus;Patagonian lizard;Herbivore;9.0;3500.0;3.5;Quadrupedal;Jurassic;South America;Sauropod dinosaur;1979;Argentina;Medium-sized sauropod;Unknown;https://en.wikipedia.org/wiki/Patagosaurus;899
Pawpawsaurus;Pawpawsaurus;Pawpaw lizard;Herbivore;6.0;2000.0;2.0;Quadrupedal;Late Cretaceous;North America;Ankylosaurid dinosaur;1996;USA;Medium armored dinosaur;Unknown;https://en.wikipedia.org/wiki/Pawpawsaurus;900
Pectinodon;Pectinodon;Comb tooth;Carnivore;3.5;90.0;1.2;Bipedal;Late Cretaceous;North America;Troodontid theropod;1970;USA;Small bird-like predator;Unknown;https://en.wikipedia.org/wiki/Pectinodon;901
Pedopenna;Pedopenna;Foot feather;Carnivore;0.6;2.0;0.3;Bipedal;Late Jurassic;Asia (China);Paravian theropod;2006;China;Small feathered dinosaur;Unknown;https://en.wikipedia.org/wiki/Pedopenna;902
Pegomastax;Pegomastax;Strong jaw;Herbivore;0.6;1.5;0.3;Bipedal;Late Jurassic;Africa;Small heterodontosaurid dinosaur;2012;South Africa;Small beaked herbivore;Unknown;https://en.wikipedia.org/wiki/Pegomastax;903
Peishansaurus;Peishansaurus;Peishan lizard;Herbivore;5.0;2000.0;2.0;Quadrupedal;Jurassic;Asia (China);Thyreophoran dinosaur;1929;China;Medium armored dinosaur;Unknown;https://en.wikipedia.org/wiki/Peishansaurus;904
Pellegrinisaurus;Pellegrinisaurus;Pellegrini lizard;Herbivore;17.0;25000.0;6.0;Quadrupedal;Late Cretaceous;South America;Titanosaurian sauropod;1996;Argentina;Large titanosaur;Unknown;https://en.wikipedia.org/wiki/Pellegrinisaurus;905
Peloroplites;Peloroplites;Monster armor;Herbivore;5.0;3000.0;2.0;Quadrupedal;Late Cretaceous;North America;Ankylosaurid dinosaur;1957;USA;Medium armored dinosaur;Unknown;https://en.wikipedia.org/wiki/Peloroplites;906
Pelorosaurus;Pelorosaurus;Monstrous lizard;Herbivore;16.0;20000.0;6.0;Quadrupedal;Jurassic;Europe;Sauropod dinosaur;1850;UK;One of the earliest sauropods;Unknown;https://en.wikipedia.org/wiki/Pelorosaurus;907
Penelopognathus;Penelopognathus;Penelope jaw;Herbivore;5.5;1800.0;2.0;Bipedal;Late Cretaceous;Asia (China);Hadrosauroid dinosaur;2002;China;Medium-sized hadrosauroid;Unknown;https://en.wikipedia.org/wiki/Penelopognathus;908
Petrobrasaurus;Petrobrasaurus;Petrobras lizard;Herbivore;8.0;6000.0;3.5;Quadrupedal;Late Cretaceous;South America;Titanosaurian sauropod;2005;Brazil;Medium-sized titanosaur;Unknown;https://en.wikipedia.org/wiki/Petrobrasaurus;909
Phaedrolosaurus;Phaedrolosaurus;Bright lizard;Carnivore;2.0;30.0;1.0;Bipedal;Late Cretaceous;Asia (China);Theropod dinosaur;1986;China;Small predator;Unknown;https://en.wikipedia.org/wiki/Phaedrolosaurus;910
Philovenator;Philovenator;Phil's hunter;Carnivore;1.5;15.0;0.7;Bipedal;Late Cretaceous;Asia (China);Troodontid theropod;1997;China;Small feathered predator;Unknown;https://en.wikipedia.org/wiki/Philovenator;911
Phuwiangosaurus;Phuwiangosaurus;Phuwiang lizard;Herbivore;15.0;16000.0;6.0;Quadrupedal;Early Cretaceous;Asia (Thailand);Titanosaurian sauropod;1993;Thailand;Large sauropod dinosaur;Unknown;https://en.wikipedia.org/wiki/Phuwiangosaurus;912
Phuwiangvenator;Phuwiangvenator;Phuwiang hunter;Carnivore;6.0;500.0;2.0;Bipedal;Early Cretaceous;Asia (Thailand);Theropod dinosaur;2019;Thailand;Medium-sized predator;Unknown;https://en.wikipedia.org/wiki/Phuwiangvenator;913
Phyllodon;Phyllodon;Leaf tooth;Herbivore;1.0;10.0;0.5;Bipedal;Jurassic;Europe;Ornithopod dinosaur;1923;Denmark;Small herbivorous dinosaur;Unknown;https://en.wikipedia.org/wiki/Phyllodon;914
Pinacosaurus;Pinacosaurus;Plank lizard;Herbivore;5.5;2000.0;2.0;Quadrupedal;Late Cretaceous;Asia (Mongolia);Ankylosaurid dinosaur;1933;Mongolia;Medium armored dinosaur;Medium;https://en.wikipedia.org/wiki/Pinacosaurus;915
Pisanosaurus;Pisanosaurus;Pisano lizard;Herbivore;1.0;5.0;0.5;Bipedal;Late Triassic;South America;Ornithischian dinosaur;1967;Argentina;One of the earliest ornithischians;Unknown;https://en.wikipedia.org/wiki/Pisanosaurus;916
Pitekunsaurus;Pitekunsaurus;Pitekuns lizard;Herbivore;10.0;8000.0;4.0;Quadrupedal;Late Cretaceous;South America;Titanosaurian sauropod;2006;Argentina;Large titanosaur;Unknown;https://en.wikipedia.org/wiki/Pitekunsaurus;917
Piveteausaurus;Piveteausaurus;Piveteau lizard;Carnivore;6.0;500.0;2.0;Bipedal;Middle Jurassic;Europe;Metriacanthosaurid theropod;1927;France;Medium-sized predator;Unknown;https://en.wikipedia.org/wiki/Piveteausaurus;918
Planicoxa;Planicoxa;Flat hip;Herbivore;4.0;1500.0;1.5;Bipedal;Late Cretaceous;North America;Hadrosaurid dinosaur;1998;USA;Medium-sized hadrosaur;Unknown;https://en.wikipedia.org/wiki/Planicoxa;919
Plateosauravus;Plateosauravus;Plateosaurus ancestor;Herbivore;8.0;4000.0;3.0;Bipedal;Late Triassic;Europe;Sauropodomorph dinosaur;1965;South Africa;Early sauropodomorph;Unknown;https://en.wikipedia.org/wiki/Plateosauravus;920
Platyceratops;Platyceratops;Flat horn face;Herbivore;3.0;500.0;1.2;Bipedal;Late Cretaceous;Asia (Mongolia);Ceratopsian dinosaur;1952;Mongolia;Small ceratopsian;Unknown;https://en.wikipedia.org/wiki/Platyceratops;921
Plesiohadros;Plesiohadros;Near hadrosaur;Herbivore;6.0;2000.0;2.0;Bipedal;Late Cretaceous;Asia (China);Hadrosauroid dinosaur;2004;China;Medium-sized hadrosauroid;Unknown;https://en.wikipedia.org/wiki/Plesiohadros;922
Pneumatoraptor;Pneumatoraptor;Air thief;Carnivore;2.0;50.0;0.7;Bipedal;Late Cretaceous;South America;Theropod dinosaur;2013;Argentina;Lightly built predator;Medium;https://en.wikipedia.org/wiki/Pneumatoraptor;923
Podischion?;Podischion;Foot bone;Herbivore;3.0;150.0;1.0;Bipedal;Early Jurassic;Europe;Obscure dinosaur genus;1990;France;Very little fossil material;Unknown;https://en.wikipedia.org/wiki/Podischion;924
Podokesaurus;Podokesaurus;Swift foot;Carnivore;1.2;20.0;0.6;Bipedal;Early Jurassic;North America;Theropod dinosaur;1911;USA;Small and agile predator;Medium;https://en.wikipedia.org/wiki/Podokesaurus;925
Poekilopleuron;Poekilopleuron;Varied ribs;Carnivore;6.0;500.0;2.0;Bipedal;Late Jurassic;Europe;Theropod dinosaur;1836;France;Large predator;Medium;https://en.wikipedia.org/wiki/Poekilopleuron;926
Polacanthus;Polacanthus;Many spines;Herbivore;5.5;250.0;1.2;Quadrupedal;Early Cretaceous;Europe;Armored dinosaur;1865;England;Medium-sized ankylosaur;Medium;https://en.wikipedia.org/wiki/Polacanthus;927
Polyonax;Polyonax;Many rulers;Carnivore;7.0;900.0;2.5;Bipedal;Late Cretaceous;North America;Theropod dinosaur;1903;USA;Possibly a large predator;Medium;https://en.wikipedia.org/wiki/Polyonax;928
Postosuchus;Postosuchus;Post crocodile;Carnivore;5.0;600.0;2.0;Bipedal;Late Triassic;North America;Pseudosuchian archosaur;1937;USA;Top predator of its time;Medium;https://en.wikipedia.org/wiki/Postosuchus;929
Pradhania;Pradhania;Pradhan's lizard;Herbivore;4.5;150.0;1.2;Bipedal;Early Jurassic;Asia;Primitive sauropodomorph;2007;India;Small herbivore;Unknown;https://en.wikipedia.org/wiki/Pradhania;930
Prenoceratops;Prenoceratops;Earlier horned face;Herbivore;2.0;100.0;0.9;Quadrupedal;Late Cretaceous;North America;Ceratopsian dinosaur;1947;USA;Small ceratopsian;Medium;https://en.wikipedia.org/wiki/Prenoceratops;931
Priconodon;Priconodon;Saw tooth;Herbivore;6.0;2500.0;2.0;Quadrupedal;Late Cretaceous;North America;Ankylosaur dinosaur;1902;USA;Heavily armored herbivore;Medium;https://en.wikipedia.org/wiki/Priconodon;932
